"TimeStamp","Host","Uptime","HashRate","Freq","T_max","ASIC","T_1","ASIC_1_Status","ASIC_1","T_2","ASIC_2_Status","ASIC_2","T_3","ASIC_3_Status","ASIC_3","T_4","ASIC_4_Status","ASIC_4","Fan_1","Fan_2"
"2018-06-24 08:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 08:30:10","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 09:00:10","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 09:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 10:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 10:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 11:00:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 11:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 12:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 12:30:11","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 13:00:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 13:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 14:00:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 14:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 15:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 15:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 16:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 16:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 17:00:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 17:30:11","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 18:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 18:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 19:00:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 19:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 20:00:11","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 20:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 21:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 21:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 22:00:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 22:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 23:00:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-24 23:30:11","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 00:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 00:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 01:00:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 01:30:11","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 02:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 02:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 03:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 03:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 04:00:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 04:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 05:00:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 05:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 06:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 06:30:11","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 07:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 07:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 08:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 08:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 09:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 09:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 10:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 10:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 11:00:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 11:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 12:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 12:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 13:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 13:30:11","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 14:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 14:30:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 15:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 15:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 16:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 16:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 17:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 17:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 18:00:15","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 18:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 19:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 19:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 20:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 20:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 21:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 21:30:15","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 22:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 22:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 23:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-25 23:30:11","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 00:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 00:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 01:00:10","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 01:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 02:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 02:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 03:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 03:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 04:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 04:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 05:00:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 05:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 06:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 06:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 07:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 07:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 08:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 08:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 09:00:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 09:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 10:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 10:30:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 11:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 11:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 12:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 12:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 13:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 13:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 14:00:15","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 14:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 15:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 15:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 16:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 16:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 17:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 17:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 18:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 18:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 19:00:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 19:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 20:00:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 20:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 21:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 21:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 22:00:15","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 22:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 23:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-26 23:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 00:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 00:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 01:00:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 01:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 02:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 02:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 03:00:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 03:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 04:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 04:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 05:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 05:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 06:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 06:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 07:00:11","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 07:30:11","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 08:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 08:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 09:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 09:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 10:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 10:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 11:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 11:30:11","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 12:00:16","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 12:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 13:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 13:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 14:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 14:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 15:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 15:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 16:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 16:30:16","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 17:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 17:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 18:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 18:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 19:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 19:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 20:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 20:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 21:00:14","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 21:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 22:00:11","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 22:30:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 23:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-27 23:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-28 00:00:15","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-28 00:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-28 01:00:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-28 01:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-28 02:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-28 02:30:12","l32","-","-","-","-","-","","","","","","","","","","","","","",""
"2018-06-28 03:00:13","l32","-","-","-","-","-","","","","","","","","","","","","","",""
