"BTC","BCH","LTC","XMR"
"0.00000000","0.00037305","0.0070358030926336","0.166270128467"
"0.00000000","0.00037305","0.0070358030926336","0.166878955626"
"0.00000000","0.00037305","0.0070358030926336","0.167495327378"
"0.00000000","0.00037305","0.0070358030926336","0.167887982763"
"0.00000000","0.00037305","0.0070358030926336","0.167887982763"
"0.00000000","0.00037305","0.0070358030926336","0.168394790557"
"0.00000000","0.00037305","0.0070358030926336","0.168578742341"
"0.00000000","0.00037305","0.0070358030926336","0.169382240123"
"0.00000000","0.00037305","0.0070358030926336","0.16973660133"
"0.00000000","0.00037305","0.0070358030926336","0.170688007099"
"0.00000000","0.00037305","0.0070358030926336","0.171023043122"
"0.00000000","0.00037305","0.0070358030926336","0.171170944784"
"0.00000000","0.00037305","0.0070358030926336","0.17165840069"
"0.00000000","0.00037305","0.0070358030926336","0.171819610949"
"0.00000000","0.00037305","0.0070358030926336","0.171998795728"
"0.00000000","0.00037305","0.0070358030926336","0.172361793652"
"0.00000000","0.00037305","0.0070358030926336","0.172361793652"
"0.00000000","0.00037305","0.0070358030926336","0.172658465504"
"0.00000000","0.00037305","0.0070358030926336","0.173029093269"
"0.00000000","0.00037305","0.0070358030926336","0.173528014842"
"0.00000000","0.00037305","0.0070358030926336","0.173691422435"
"0.00000000","0.00037305","0.0070358030926336","0.174044946493"
"0.00000000","0.00037305","0.0070358030926336","0.174645545661"
"0.00000000","0.00037305","0.0070358030926336","0.174936661578"
"0.00000000","0.00037305","0.0070358030926336","0.17509839812"
"0.00000000","0.00037305","0.0070358030926336","0.175677326424"
"0.00000000","0.00037305","0.0070358030926336","0.176123193463"
"0.00000000","0.00037305","0.0070358030926336","0.176497619339"
"0.00000000","0.00037305","0.0070358030926336","0.176497619339"
"0.00000000","0.00037305","0.0070358030926336","0.177342788063"
"0.00000000","0.00037305","0.0070358030926336","0.177342788063"
"0.00000000","0.00037305","0.0070358030926336","0.177864495056"
"0.00000000","0.00037305","0.0070358030926336","0.17862890171"
"0.00000000","0.00037305","0.0070358030926336","0.179309610949"
"0.00000000","0.00037305","0.0070358030926336","0.180328588294"
"0.00000000","0.00037305","0.0070358030926336","0.180992116374"
"0.00000000","0.00037305","0.0070358030926336","0.181848629415"
"0.00000000","0.00037305","0.0070358030926336","0.182016665905"
"0.00000000","0.00037305","0.0070358030926336","0.182172673574"
"0.00000000","0.00037305","0.0070358030926336","0.182375611213"
"0.00000000","0.00037305","0.0070358030926336","0.182375611213"
"0.00000000","0.00037305","0.0070358030926336","0.182977561749"
"0.00000000","0.00037305","0.0070358030926336","0.183268580126"
"0.00000000","0.00037305","0.0070358030926336","0.183794984451"
"0.00000000","0.00037305","0.0070358030926336","0.184115973682"
"0.00000000","0.00037305","0.0070358030926336","0.184459043967"
"0.00000000","0.00037305","0.0070358030926336","0.184736365803"
"0.00000000","0.00037305","0.0070358030926336","0.185380134429"
"0.00000000","0.00037305","0.0070358030926336","0.185968822137"
"0.00000000","0.00037305","0.0070358030926336","0.185968822137"
"0.00000000","0.00037305","0.0070358030926336","0.186460767503"
"0.00000000","0.00037305","0.0070358030926336","0.186965658915"
"0.00000000","0.00037305","0.0070358030926336","0.187736488875"
"0.00000000","0.00037305","0.0070358030926336","0.187907235432"
"0.00000000","0.00037305","0.0070358030926336","0.188062318147"
"0.00000000","0.00037305","0.0070358030926336","0.188452963996"
"0.00000000","0.00037305","0.0070358030926336","0.188933477938"
"0.00000000","0.00037305","0.0070358030926336","0.189225850311"
"0.00000000","0.00037305","0.0070358030926336","0.190042189867"
"0.00000000","0.00037305","0.0070358030926336","0.190427843266"
"0.00000000","0.00037305","0.0070358030926336","0.19099045257"
"0.00000000","0.00037305","0.0070358030926336","0.192539696376"
"0.00000000","0.00037305","0.0070358030926336","0.192966460801"
"0.00000000","0.00037305","0.0070358030926336","0.193159012969"
"0.00000000","0.00037305","0.0070358030926336","0.19329728259"
"0.00000000","0.00037305","0.0070358030926336","0.193438116015"
"0.00000000","0.00037305","0.0070358030926336","0.194446439211"
"0.00000000","0.00037305","0.0070358030926336","0.194942655105"
"0.00000000","0.00037305","0.0070358030926336","0.195375026669"
"0.00000000","0.00037305","0.0070358030926336","0.195895735007"
"0.00000000","0.00037305","0.0070358030926336","0.196582487038"
"0.00000000","0.00037305","0.0070358030926336","0.197083033566"
"0.00000000","0.00037305","0.0070358030926336","0.197742253561"
"0.00000000","0.00037305","0.0070358030926336","0.198114771306"
"0.00000000","0.00037305","0.0070358030926336","0.198235907363"
"0.00000000","0.00037305","0.0070358030926336","0.198428265751"
"0.00000000","0.00037305","0.0070358030926336","0.198930587031"
"0.00000000","0.00037305","0.0070358030926336","0.199772283691"
"0.00000000","0.00037305","0.0070358030926336","0.200399316435"
"0.00000000","0.00037305","0.0070358030926336","0.200798447805"
"0.00000000","0.00037305","0.0070358030926336","0.20170607199"
"0.00000000","0.00037305","0.0070358030926336","0.20170607199"
"0.00000000","0.00037305","0.0070358030926336","0.202186035422"
"0.00000000","0.00037305","0.0070358030926336","0.202331805951"
"0.00000000","0.00037305","0.0070358030926336","0.202697273287"
"0.00000000","0.00037305","0.0070358030926336","0.203055960484"
"0.00000000","0.00037305","0.0070358030926336","0.203468757323"
"0.00000000","0.00037305","0.0070358030926336","0.204007373354"
"0.00000000","0.00037305","0.0070358030926336","0.204989461046"
"0.00000000","0.00037305","0.0070358030926336","0.205492614598"
"0.00000000","0.00037305","0.0070358030926336","0.205923502735"
"0.00000000","0.00037305","0.0070358030926336","0.205923502735"
"0.00000000","0.00037305","0.0070358030926336","0.206065929061"
"0.00000000","0.00037305","0.0070358030926336","0.206614188422"
"0.00000000","0.00037305","0.0070358030926336","0.206835686563"
"0.00000000","0.00037305","0.0070358030926336","0.207403568972"
"0.00000000","0.00037305","0.0070358030926336","0.20797132308"
"0.00000000","0.00037305","0.0070358030926336","0.208470509765"
"0.00000000","0.00037305","0.0070358030926336","0.208849932597"
"0.00000000","0.00037305","0.0070358030926336","0.209281536319"
"0.00000000","0.00037305","0.0070358030926336","0.209480211635"
"0.00000000","0.00037305","0.0070358030926336","0.210407080958"
"0.00000000","0.00037305","0.0070358030926336","0.210622918945"
"0.00000000","0.00037305","0.0070358030926336","0.211271480521"
"0.00000000","0.00037305","0.0070358030926336","0.211940753438"
"0.00000000","0.00037305","0.0070358030926336","0.21233816667"
"0.00000000","0.00037305","0.0070358030926336","0.213710961528"
