"TimeStamp","Host","Uptime","HashRate","Freq","T_max","ASIC","T_1","ASIC_1_Status","ASIC_1","T_2","ASIC_2_Status","ASIC_2","T_3","ASIC_3_Status","ASIC_3","Fan_1","Fan_2"
"2018-07-08 08:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 08:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 09:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 09:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 10:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 10:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 11:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 11:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 12:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 12:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 13:10:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 13:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 14:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 14:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 15:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 15:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 16:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 16:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 17:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 17:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 18:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 18:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 19:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 19:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 20:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 20:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 21:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 21:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 22:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 22:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 23:10:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-08 23:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 00:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 00:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 01:10:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 01:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 02:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 02:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 03:10:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 03:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 04:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 04:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 05:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 05:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 06:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 06:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 07:10:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 07:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 08:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 08:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 09:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 09:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 10:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 10:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 11:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 11:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 12:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 12:40:18","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 13:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 13:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 14:10:18","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 14:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 15:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 15:40:18","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 16:10:18","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 16:40:18","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 17:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 17:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 18:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 18:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 19:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 19:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 20:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 20:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 21:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 21:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 22:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 22:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 23:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-09 23:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 00:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 00:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 01:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 01:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 02:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 02:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 03:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 03:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 04:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 04:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 05:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 05:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 06:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 06:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 07:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 07:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 08:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 08:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 09:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 09:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 10:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 10:40:19","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 11:10:20","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 11:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 12:10:18","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 12:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 13:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 13:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 14:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 14:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 15:10:18","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 15:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 16:10:18","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 16:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 17:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 17:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 18:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 18:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 19:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 19:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 20:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 20:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 21:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 21:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 22:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 22:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 23:10:22","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-10 23:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 00:10:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 00:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 01:10:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 01:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 02:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 02:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 03:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 03:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 04:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 04:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 05:10:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 05:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 06:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 06:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 07:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 07:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 08:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 08:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 09:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 09:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 10:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 10:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 11:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 11:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 12:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 12:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 13:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 13:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 14:10:18","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 14:40:18","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 15:10:18","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 15:40:18","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 16:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 16:40:20","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 17:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 17:40:19","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 18:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 18:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 19:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 19:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 20:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 20:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 21:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 21:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 22:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 22:40:18","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 23:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-11 23:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 00:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 00:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 01:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 01:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 02:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 02:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 03:10:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 03:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 04:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 04:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 05:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 05:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 06:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 06:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 07:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 07:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 08:10:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 08:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 09:10:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 09:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 10:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 10:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 11:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 11:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 12:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 12:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 13:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 13:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 14:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 14:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 15:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 15:40:18","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 16:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 16:40:18","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 17:10:18","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 17:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 18:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 18:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 19:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 19:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 20:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 20:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 21:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 21:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 22:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 22:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 23:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-12 23:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-13 00:10:18","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-13 00:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-13 01:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-13 01:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-13 02:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-13 02:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-13 03:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-13 03:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-13 04:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-13 04:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-13 05:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-13 05:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-13 06:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-13 06:40:16","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-13 07:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-13 07:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-13 08:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-13 08:40:17","s91","-","-","-","-","-","","","","","","","","","","",""
"2018-07-13 09:10:17","s91","-","-","-","-","-","","","","","","","","","","",""
